# Simulation 24 (Up to date)
# 1059 data points written for 54 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s^2),Total velocity (ft/s),Total acceleration (ft/s^2),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (^2),Lateral velocity (ft/s),Lateral acceleration (ft/s^2),Latitude (^2),Longitude (^2),Gravitational acceleration (ft/s^2),Angle of attack (^2),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb^2ft^2),Rotational moment of inertia (lb^2ft^2),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (ft/s^2),Reference length (in),Reference area (in^2),Vertical orientation (zenith) (^2),Lateral orientation (azimuth) (^2),Wind velocity (ft/s),Air temperature (^2F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
26.961,10660,29.666,-31.794,39.418,31.803,713.04,0.52927,713.04,0.042529,25.956,0.75396,28.61,-80.598,32.094,20.714,0,0.013819,3.1146e-6,1519.4,0,645.95,4.7588,78.028,79.53,-0.22673,0.040911,2308971,0,0.89976,0.3967,0.50824,0.31378,6.2084e-5,0.082856,5.9783,-2.0639,-2.3531e-4,0,0,0,0,0.22878,0.0053604,6.625,34.472,63.143,0.06686,NaN,20.984,679.43,1074.8,0.05,0.068344
27.011,10662,28.076,-31.775,38.21,31.785,714.33,0.5314,714.33,0.042623,25.917,0.77501,28.61,-80.598,32.094,22.152,0,0.013585,2.8377e-6,1519.4,0,645.95,4.7588,77.73,79.53,-0.27164,0.040025,2258848,0,0.85279,0.39796,0.5033,0.31505,5.942e-5,0.082849,6.457,-3.4419,-3.1022e-5,0,0,0,0,0.23098,0.0052142,6.625,34.472,62.897,0.066901,NaN,20.979,679.39,1074.8,0.05,0.068455
27.061,10663,26.488,-31.76,37.031,31.77,715.63,0.53353,715.63,0.042716,25.878,0.78747,28.61,-80.598,32.094,23.513,0,0.013251,2.7942e-6,1519.4,0,645.95,4.7588,77.474,79.53,-0.31037,0.039043,2203352,0,0.8017,0.3994,0.49727,0.3165,5.6537e-5,0.082842,6.9311,-4.7756,4.6278e-4,0,0,0,0,0.23098,0.005072,6.625,34.472,62.655,0.066937,NaN,20.974,679.35,1074.8,0.05,0.068565
27.111,10664,24.9,-31.745,35.884,31.756,716.92,0.53566,716.92,0.04281,25.839,0.79975,28.61,-80.598,32.094,24.926,0,0.012829,2.7727e-6,1519.4,0,645.95,4.7588,77.23,79.53,-0.34712,0.038063,2148001,0,0.74988,0.40088,0.4894,0.31799,5.3734e-5,0.082835,7.4446,-6.1879,-4.1159e-4,0,0,0,0,0.22779,0.0049341,6.625,34.472,62.42,0.066969,NaN,20.969,679.32,1074.8,0.05,0.068672
27.161,10666,23.314,-31.727,34.772,31.737,718.21,0.5378,718.21,0.042903,25.798,0.81962,28.61,-80.598,32.094,26.499,0,0.012315,2.6859e-6,1519.4,0,645.95,4.7588,76.984,79.53,-0.38425,0.037178,2097969,0,0.69955,0.40226,0.47857,0.31938,5.1261e-5,0.082829,8.0398,-7.7904,2.6927e-4,0,0,0,0,0.22002,0.0048009,6.625,34.472,62.194,0.066996,NaN,20.965,679.29,1074.7,0.05,0.068781
27.211,10667,21.728,-31.711,33.697,31.722,719.5,0.53993,719.5,0.042996,25.757,0.83405,28.61,-80.598,32.094,28.065,0,0.011712,2.7137e-6,1519.4,0,645.95,4.7588,76.763,79.53,-0.41763,0.036236,2044721,0,0.64751,0.40377,0.46633,0.3209,4.8693e-5,0.082823,8.6555,-9.4147,-2.6106e-4,0,0,0,0,0.20949,0.0046726,6.625,34.472,61.977,0.067016,NaN,20.961,679.26,1074.7,0.05,0.068886
27.261,10668,20.142,-31.695,32.665,31.706,720.79,0.54207,720.79,0.043089,25.715,0.84842,28.61,-80.598,32.094,29.704,0,0.011033,2.7827e-6,1519.4,0,645.95,4.7588,76.555,79.53,-0.4491,0.0353,1991851,0,0.59551,0.40533,0.45194,0.32247,4.6208e-5,0.082817,9.3226,-11.144,4.7102e-4,0,0,0,0,0.19588,0.0045498,6.625,34.472,61.772,0.067029,NaN,20.957,679.23,1074.7,0.05,0.069026
27.311,10669,18.559,-31.666,31.677,31.678,722.07,0.54421,722.07,0.043182,25.671,0.88704,28.61,-80.598,32.094,31.699,0,0.010255,2.5674e-6,1519.4,0,645.95,4.7588,76.33,79.53,-0.48307,0.03466,1955669,0,0.5484,0.40643,0.43173,0.32357,4.4545e-5,0.082813,10.163,-13.28,-6.1457e-5,0,0,0,0,0.17553,0.0044327,6.625,34.472,61.581,0.067035,NaN,20.954,679.21,1074.7,0.05,0.069141
27.361,10670,16.976,-31.645,30.739,31.658,723.35,0.54635,723.35,0.043275,25.626,0.91032,28.61,-80.598,32.094,33.588,0,0.0093826,2.5886e-6,1519.4,0,645.95,4.7588,76.142,79.53,-0.51132,0.03385,1909917,0,0.49851,0.40785,0.41147,0.325,4.2486e-5,0.082808,10.984,-15.331,8.2091e-5,0,0,0,0,0.15407,0.004322,6.625,34.472,61.404,0.067032,NaN,20.951,679.18,1074.7,0.05,0.069251
27.411,10670,15.394,-31.628,29.855,31.641,724.63,0.54849,724.63,0.043368,25.58,0.92793,28.61,-80.598,32.094,35.507,0,0.0084293,2.6607e-6,1519.4,0,645.95,4.7588,75.976,79.53,-0.53647,0.032986,1861115,0,0.44841,0.40942,0.38978,0.32657,4.0343e-5,0.082803,11.84,-17.436,-3.8476e-4,0,0,0,0,0.13095,0.0042179,6.625,34.472,61.243,0.067021,NaN,20.948,679.16,1074.7,0.05,0.069359
27.461,10671,13.813,-31.619,29.031,31.632,725.91,0.55063,725.91,0.043461,25.534,0.93113,28.61,-80.598,32.094,37.392,0,0.0074205,2.8812e-6,1519.4,0,645.95,4.7588,75.833,79.53,-0.55801,0.031964,1803443,0,0.39738,0.41134,0.36786,0.32851,3.7881e-5,0.082797,12.698,-19.52,-4.5357e-4,0,0,0,0,0.10807,0.0041213,6.625,34.472,61.101,0.067,NaN,20.945,679.14,1074.7,0.05,0.069483
27.511,10672,12.232,-31.593,28.27,31.608,727.19,0.55278,727.19,0.043554,25.487,0.96568,28.61,-80.598,32.094,39.677,0,0.0063398,2.8696e-6,1519.4,0,645.95,4.7588,75.686,79.53,-0.58028,0.031333,1767809,0,0.35234,0.41257,0.33945,0.32974,3.6399e-5,0.082794,13.757,-22.059,-4.5386e-4,0,0,0,0,0.082097,0.0040324,6.625,34.472,60.977,0.066968,NaN,20.943,679.12,1074.7,0.05,0.069594
27.561,10672,10.654,-31.559,27.578,31.576,728.46,0.55492,728.46,0.043646,25.437,1.0148,28.61,-80.598,32.094,42.158,0,0.0051619,2.8059e-6,1519.4,0,645.95,4.7588,75.554,79.53,-0.60011,0.030894,1743018,0,0.31052,0.41344,0.30771,0.33062,3.5386e-5,0.082791,14.923,-24.819,3.8174e-5,0,0,0,0,0.055981,0.0039516,6.625,34.472,60.873,0.066923,NaN,20.941,679.11,1074.7,0.05,0.069703
27.611,10673,9.0766,-31.517,26.959,31.535,729.73,0.55707,729.73,0.043739,25.385,1.0813,28.61,-80.598,32.094,44.811,0,0.0038691,2.7066e-6,1519.4,0,645.95,4.7588,75.444,79.53,-0.61677,0.030676,1730689,0,0.2721,0.41388,0.2735,0.33106,3.4888e-5,0.08279,16.178,-27.756,1.441e-4,0,0,0,0,0.031901,0.0038794,6.625,34.472,60.792,0.066866,NaN,20.939,679.1,1074.7,0.05,0.069814
27.661,10673,7.4888,-31.798,26.435,31.803,731,0.55921,731,0.043831,25.352,0.5708,28.61,-80.598,32.094,47.549,0,0.0030429,2.629e-6,1519.4,0,645.95,4.7588,80.986,79.53,0.21979,0.030558,1723999,0,0.23573,0.41412,0.23878,0.3313,3.4619e-5,0.082789,8.5534,-15.286,-1.4036e-4,0,0,0,0,0.019884,0.003819,6.625,34.472,60.73,0.066798,NaN,20.938,679.08,1074.7,0.05,0.069923
27.711,10674,5.8989,-31.801,26.002,31.806,732.27,0.56136,732.27,0.043923,25.324,0.5579,28.61,-80.598,32.094,50.097,0,0.0022926,2.6702e-6,1519.4,0,645.95,4.7588,81.247,79.53,0.25912,0.029879,1685676,0,0.19653,0.41553,0.20822,0.33271,3.3097e-5,0.082786,8.7715,-16.34,9.1988e-5,0,0,0,0,0.011806,0.0037692,6.625,34.472,60.682,0.066725,NaN,20.936,679.08,1074.7,0.05,0.070034
27.761,10674,4.3088,-31.799,25.661,31.804,733.53,0.56351,733.53,0.044016,25.296,0.55584,28.61,-80.598,32.094,52.81,0,0.0015228,2.6883e-6,1519.4,0,645.95,4.7588,81.468,79.53,0.29258,0.029399,1658591,0,0.1617,0.41654,0.17697,0.33373,3.2042e-5,0.082783,9.0541,-17.512,4.3694e-4,0,0,0,0,0.0053803,0.0037299,6.625,34.472,60.648,0.066644,NaN,20.935,679.07,1074.7,0.05,0.070143
27.811,10674,2.7192,-31.784,25.414,31.789,734.8,0.56567,734.8,0.044108,25.268,0.57752,28.61,-80.598,32.094,55.677,0,7.0512e-4,2.6721e-6,1519.4,0,645.95,4.7588,81.566,79.53,0.30735,0.029316,1653891,0,0.13248,0.41672,0.14581,0.33391,3.1861e-5,0.082783,9.4883,-18.943,-1.7531e-4,0,0,0,0,0.0011601,0.0037013,6.625,34.472,60.628,0.066557,NaN,20.935,679.06,1074.7,0.05,0.070251
27.861,10674,1.1304,-31.771,25.264,31.776,736.06,0.56782,736.06,0.0442,25.239,0.5964,28.61,-80.598,32.094,58.559,0,-1.6763e-4,2.6758e-6,1519.4,0,645.95,4.7588,81.709,79.53,0.32887,0.029212,1648016,0,0.10579,0.41694,0.11726,0.33413,3.1635e-5,0.082782,9.8918,-20.28,4.1331e-4,0,0,0,0,-6.6035e-5,0.0036836,6.625,34.472,60.623,0.066461,NaN,20.934,679.06,1074.7,0.05,0.070365
27.911,10674,-0.45779,-31.756,25.213,31.762,737.32,0.56998,737.32,0.044292,25.208,0.61888,28.61,-80.598,32.094,61.47,0,-0.0010968,2.6675e-6,1519.4,0,645.95,4.7588,81.856,79.53,0.35108,0.029182,1646334,0,0.082375,0.41701,0.091499,0.3342,3.157e-5,0.082782,10.305,-21.587,3.5871e-4,0,0,0,0,-0.0028326,0.003677,6.625,34.472,60.634,0.066357,NaN,20.934,679.06,1074.7,0.05,0.070472
# Event APOGEE occurred at t=27.961 seconds
27.961,10674,-2.0453,-31.744,25.26,31.751,738.58,0.57214,738.58,0.044384,25.177,0.63706,28.61,-80.598,32.094,64.411,0,-0.0020753,2.6534e-6,1519.4,0,645.95,4.7588,82.057,79.53,0.38151,0.029113,1642440,0,0.061711,0.41716,0.068871,0.33435,3.1421e-5,0.082782,10.673,-22.762,3.4003e-4,0,0,0,0,-0.01019,0.0036814,6.625,34.472,60.663,0.066245,NaN,20.935,679.06,1074.7,0.0025,0.071093
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=27.962 seconds
28.014,10674,-3.7164,-31.562,31.292,32.527,739.9,0.57442,739.9,0.044481,24.779,7.8653,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.029116,1642622,0,103.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036819,NaN,NaN,NaN,NaN,6.0441,20.935,679.06,1074.7,0.050433,0.071336
28.065,10674,-5.3091,-31.169,31.005,32.102,741.16,0.57659,741.16,0.044574,24.386,7.6838,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.02885,1627587,0,101.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036454,NaN,NaN,NaN,NaN,6.0029,20.935,679.07,1074.7,0.0511,0.071369
28.117,10673,-6.9041,-30.79,30.567,31.669,742.41,0.57877,742.41,0.044667,24.002,7.4081,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.028442,1604618,0,98.769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036215,NaN,NaN,NaN,NaN,5.7167,20.936,679.07,1074.7,0.051799,0.071394
28.17,10673,-8.5014,-30.423,30.12,31.242,743.66,0.58096,743.66,0.04476,23.629,7.1092,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.028026,1581139,0,95.899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036112,NaN,NaN,NaN,NaN,5.3156,20.937,679.08,1074.7,0.052507,0.071417
28.223,10672,-10.098,-30.028,30.225,30.846,744.91,0.58315,744.91,0.044854,23.254,7.0574,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.028123,1586644,0,96.567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036148,NaN,NaN,NaN,NaN,5.3751,20.939,679.09,1074.7,0.053181,0.071439
28.277,10672,-11.694,-29.618,30.488,30.448,746.15,0.58534,746.15,0.044947,22.873,7.0608,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.028369,1600517,0,98.262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036305,NaN,NaN,NaN,NaN,5.5136,20.94,679.11,1074.7,0.053877,0.07146
28.331,10671,-13.287,-29.182,30.959,30.043,747.39,0.58754,747.39,0.045042,22.483,7.1444,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.028807,1625262,0,101.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036577,NaN,NaN,NaN,NaN,5.7924,20.942,679.12,1074.7,0.054602,0.071483
28.387,10670,-14.879,-28.733,31.435,29.624,748.62,0.58975,748.62,0.045136,22.084,7.2094,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.029249,1650268,0,104.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036954,NaN,NaN,NaN,NaN,6.0054,20.945,679.14,1074.7,0.055375,0.071503
28.443,10670,-16.469,-28.298,31.709,29.186,749.85,0.59196,749.85,0.045231,21.682,7.1478,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.029504,1664677,0,106.29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0037434,NaN,NaN,NaN,NaN,5.9174,20.948,679.16,1074.7,0.056205,0.071525
28.5,10669,-18.055,-27.791,32.468,28.737,751.08,0.59417,751.08,0.045326,21.265,7.3135,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.03021,1704552,0,111.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038023,NaN,NaN,NaN,NaN,6.2985,20.951,679.18,1074.7,0.057084,0.071545
28.558,10667,-19.64,-27.309,32.928,28.268,752.3,0.5964,752.3,0.045422,20.841,7.2993,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.030638,1728755,0,114.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038697,NaN,NaN,NaN,NaN,6.2714,20.954,679.21,1074.7,0.058032,0.071567
28.617,10666,-21.222,-26.783,33.592,27.779,753.52,0.59863,753.52,0.045519,20.406,7.3699,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.031256,1763682,0,119.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039466,NaN,NaN,NaN,NaN,6.4112,20.958,679.24,1074.7,0.059053,0.071591
28.677,10665,-22.798,-26.202,34.487,27.268,754.73,0.60088,754.73,0.045616,19.952,7.5477,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.032089,1810743,0,125.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040316,NaN,NaN,NaN,NaN,6.7789,20.962,679.27,1074.7,0.06016,0.071611
28.739,10663,-24.372,-25.655,35.08,26.737,755.94,0.60313,755.94,0.045714,19.49,7.5295,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.03264,1841894,0,130.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041234,NaN,NaN,NaN,NaN,6.7092,20.967,679.31,1074.8,0.061353,0.071633
28.801,10662,-25.945,-25.105,35.618,26.186,757.15,0.6054,757.15,0.045812,19.023,7.4478,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.03314,1870214,0,134.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0042229,NaN,NaN,NaN,NaN,6.4833,20.972,679.34,1074.8,0.062645,0.071657
28.865,10660,-27.511,-24.442,36.629,25.604,758.35,0.60768,758.35,0.045912,18.535,7.6252,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.034081,1923411,0,141.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00433,NaN,NaN,NaN,NaN,6.8332,20.978,679.39,1074.8,0.06407,0.071683
28.931,10658,-29.074,-23.82,37.349,25.002,759.55,0.60997,759.55,0.046013,18.037,7.5963,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.034751,1961312,0,147.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004442,NaN,NaN,NaN,NaN,6.7263,20.984,679.43,1074.8,0.065613,0.071706
28.998,10656,-30.634,-23.191,38.022,24.374,760.75,0.61229,760.75,0.046114,17.532,7.5011,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.035377,1996723,0,152.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0045601,NaN,NaN,NaN,NaN,6.4663,20.991,679.48,1074.8,0.067301,0.071731
29.067,10654,-32.189,-22.475,38.985,23.715,761.94,0.61462,761.94,0.046218,17.008,7.5684,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.036272,2047400,0,160.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0046841,NaN,NaN,NaN,NaN,6.5795,20.998,679.53,1074.8,0.069172,0.071751
29.139,10652,-33.741,-21.783,39.769,23.031,763.14,0.61698,763.14,0.046322,16.475,7.4785,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.037001,2088684,0,167.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0048122,NaN,NaN,NaN,NaN,6.3459,21.006,679.59,1074.8,0.071228,0.071773
29.212,10649,-35.283,-20.983,40.878,22.316,764.33,0.61936,764.33,0.046428,15.917,7.5964,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.038033,2147062,0,176.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0049453,NaN,NaN,NaN,NaN,6.6018,21.014,679.65,1074.8,0.073509,0.071813
29.288,10647,-36.819,-20.202,41.835,21.575,765.51,0.62176,765.52,0.046536,15.341,7.5726,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.038923,2197472,0,185.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005081,NaN,NaN,NaN,NaN,6.5608,21.023,679.72,1074.8,0.076034,0.071836
29.367,10644,-38.35,-19.417,42.733,20.802,766.7,0.6242,766.7,0.046647,14.753,7.4643,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.039758,2244795,0,193.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0052201,NaN,NaN,NaN,NaN,6.3482,21.033,679.79,1074.8,0.078858,0.071857
29.449,10640,-39.878,-18.622,43.596,19.994,767.89,0.62667,767.89,0.046759,14.155,7.2793,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.04056,2290300,0,201.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0053628,NaN,NaN,NaN,NaN,5.9797,21.043,679.87,1074.8,0.082047,0.07188
29.535,10637,-41.399,-17.756,44.614,19.156,769.07,0.62918,769.07,0.046874,13.54,7.188,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.041507,2343997,0,210.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0055093,NaN,NaN,NaN,NaN,5.8482,21.055,679.96,1074.8,0.085636,0.071902
29.624,10633,-42.901,-16.769,45.927,18.312,770.26,0.63173,770.26,0.046991,12.881,7.3564,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.042728,2413183,0,223.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056583,NaN,NaN,NaN,NaN,6.3452,21.067,680.05,1074.9,0.089582,0.071931
29.718,10629,-44.393,-15.851,46.969,17.424,771.44,0.63432,771.44,0.047112,12.2,7.235,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.043697,2468204,0,233.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005807,NaN,NaN,NaN,NaN,6.2406,21.081,680.15,1074.9,0.094148,0.071953
29.818,10624,-45.868,-14.861,48.148,16.527,772.61,0.63697,772.61,0.047236,11.482,7.231,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.044793,2530417,0,245.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0059577,NaN,NaN,NaN,NaN,6.4413,21.095,680.26,1074.9,0.099256,0.071975
29.923,10620,-47.334,-13.915,49.153,15.574,773.78,0.63967,773.78,0.047365,10.745,6.9965,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.045727,2583513,0,255.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0061086,NaN,NaN,NaN,NaN,6.1842,21.111,680.38,1074.9,0.10533,0.071995
30.036,10614,-48.794,-12.965,50.112,14.568,774.95,0.64244,774.95,0.047498,9.997,6.6433,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.046618,2634240,0,265.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0062614,NaN,NaN,NaN,NaN,5.7071,21.129,680.51,1074.9,0.11261,0.072017
30.157,10608,-50.238,-11.934,51.222,13.557,776.11,0.64528,776.11,0.047637,9.2187,6.4322,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.04765,2692963,0,277.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0064168,NaN,NaN,NaN,NaN,5.5855,21.148,680.65,1075,0.121,0.072039
30.287,10602,-51.655,-10.846,52.424,12.558,777.26,0.64821,777.26,0.047782,8.3918,6.3307,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.048768,2756625,0,291.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0065728,NaN,NaN,NaN,NaN,5.7638,21.17,680.81,1075,0.13062,0.072062
30.429,10594,-53.042,-9.7572,53.588,11.54,778.39,0.65121,778.39,0.047934,7.5159,6.1614,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.049849,2818273,0,304.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0067274,NaN,NaN,NaN,NaN,5.8713,21.193,680.98,1075,0.14215,0.072084
30.585,10586,-54.384,-8.6377,54.789,10.553,779.49,0.6543,779.49,0.048094,6.5734,6.0635,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.050965,2881999,0,318.11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0068805,NaN,NaN,NaN,NaN,6.2102,21.22,681.18,1075,0.15544,0.072108
30.754,10576,-55.65,-7.477,56.065,9.6884,780.51,0.65743,780.51,0.04826,5.5302,6.161,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.052151,2949772,0,333.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0070301,NaN,NaN,NaN,NaN,7.0526,21.25,681.4,1075.1,0.16932,0.072131
30.943,10566,-56.868,-6.4455,57.069,8.6847,781.45,0.66065,781.46,0.048439,4.4308,5.8205,28.61,-80.598,32.094,NaN,NaN,NaN,NaN,1519.4,0,NaN,NaN,NaN,NaN,NaN,0.053082,3003277,0,345.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0071719,NaN,NaN,NaN,NaN,7.1139,21.283,681.65,1075.1,0.18889,0.072152
